se symmetry,worst texture,se compactness,se smoothness,mean perimeter,worst concave points,se fractal dimension,mean compactness,worst smoothness,se texture,mean smoothness,worst perimeter,mean area,se perimeter,worst area,se radius,worst symmetry,mean fractal dimension,mean radius,se area,worst fractal dimension,mean texture,worst radius,worst concavity,mean symmetry,worst compactness,mean concavity,mean concave points,se concavity,se concave points
6.944769332731701,0.9495894922454702,2.415587428513661,1.1977725746159396,2.1212946466350346,2.049399068156501,0.8274076478009967,4.544294864600647,1.335383268547861,1.2000531385388795,2.276457885177799,1.8681755460321028,1.6693367568581838,2.8727504773723114,1.3068396983386892,1.886582177234904,3.944281188756718,2.6397726378046613,1.7058199948456239,1.7492174147651016,0.866553669321375,1.049744658466951,1.4595103718939808,2.3464269570168406,4.0323896223352,2.3138550539199425,3.539139389878928,2.848392683696185,2.3247057018562853,2.2978484316317926
-0.6824386852783734,-0.6453146941981811,0.4085463916371976,-0.37614552298215354,0.5690952044535469,1.2558499359863078,-0.23809861728890958,0.644944855006598,0.4770125343578314,-0.8444243637007481,-0.06586787845700845,0.5019165867497355,0.3903155523104336,-0.11857377830111115,0.33008671516006527,-0.2504137135768021,0.1679775878946067,-0.4015295932949678,0.5363881096749934,-0.16149227359400792,0.40524243546768113,-0.9099447721460904,0.5082936836740922,1.0525735514623171,-0.11678098480503399,1.242091259807099,0.39354253544084744,0.5570017317443051,0.14771626093933815,0.4816550918167164
-0.2659561068213826,-1.0284846938160603,0.2626305948057889,-0.593464758215363,-0.1488482314683922,-0.14001352800186784,0.41139176830497254,-0.5085738564249205,-0.19621941402650483,-1.2145297951330847,-0.91616897935501,-0.28041517384803727,-0.21154347399955256,-0.8778334897079202,-0.39938703177080576,-0.9580734695485899,0.7419882137175132,-0.5124542822408913,-0.13145612354293335,-0.6653146766835266,0.687520976182917,-0.9933358117466452,-0.3624513107484527,-0.08079455094452552,-0.07986665556001409,0.3686609791955648,-0.5675298211445284,-0.6066449679356697,-0.23715247691283103,-0.516770770653053
0.15764583195111176,0.3519097919868125,3.3771781202762012,8.389756834726143,0.9254048389384796,-0.0722531656723447,3.271082693312495,0.22374766241962665,-0.33086580370337254,0.8081979464444194,0.3297341872919395,0.3860815880279699,0.8285459251833678,0.44689582351888135,0.24353898247335176,0.4414324165632137,-2.0407154723370122,-0.5559816918272671,0.9280773435032289,0.4190986890903552,-0.861166737468768,1.418055083369402,0.36592068695571384,0.03031065892694534,-1.8665201910189753,-0.4647211881128209,0.9831877497237503,0.4439472165018743,3.3746227776008038,4.43435805712854
0.45665896520228466,-1.25773170213445,1.0609744947109672,-0.490870669492827,0.15831524653586007,0.3764710115320525,0.4013538516415296,0.5850412542831175,-0.18780401467170038,-0.8631183728648877,1.2057598513405763,0.05936748906914302,-0.009697055486372976,0.47025001621267726,-0.1404503458142302,0.37638091030069787,0.37387270367890996,0.11799110176821923,0.14469887584675792,0.05663156788954724,0.047726229231068486,-0.9724880518465064,0.00895650677775122,-0.0641762503227243,1.1161576119786298,0.35912571412338645,0.13770065794655026,0.5628581593356922,0.36586905967472627,0.744314446075687
0.07102694811247862,1.0101762015867595,0.3174189016620267,0.4657498875146021,0.8557811172575156,1.0540746348272836,0.034412231389004254,0.8789432953326933,1.3143447701608504,0.32467020941042957,1.6576778526355083,0.852391711087386,0.6906788763531875,0.5621760938371928,0.8140475061020959,0.697685035155334,0.9650412558171749,0.16853906128788054,0.8153610172217218,0.6317062268904485,0.052668849593787,1.0520610762336333,0.9457295576493984,1.3526525798331275,1.6034267580128916,0.6578973530516405,1.889859784238256,1.8273372645021595,0.549226335726939,-0.0740936638409834
-0.17103130261466123,-1.1250959330359531,-0.707905126647565,-0.1574398811445853,-0.18529829752489685,-0.3384761003358932,-0.7314436325625682,-0.6804223110004048,-0.18359631499429874,-0.9997284398335985,-0.11314545397709361,-0.3947651084836265,-0.22654748547388448,-0.4331100330920209,-0.35275723293551525,-0.29677638931086037,-0.5947702273972446,-0.8452283490786628,-0.13709193985700854,-0.3012386335750423,-1.030314189881789,-0.8890970122459516,-0.2984866310633842,-0.5726962493498415,-0.3567241248976633,-0.7838347258617221,-0.5112791479828122,-0.2858145868422849,-0.42867913655152834,-0.08850789669665858
0.29647335810344205,-0.5667157199175904,-0.8102139037362539,-0.18863402974265356,-0.762765636172891,-0.7417255454880327,-0.8552446047450312,-0.8000423136951047,-0.5833277843474985,-0.6731225297255096,-0.16737561413248464,-0.7211821946252179,-0.7018632451984689,-0.09124440387220106,-0.6609731381157501,-0.050586987157140384,-0.26720981592221615,-0.4605022127345733,-0.7401242854630689,-0.3058355533112606,-1.0429453308087357,-0.22891794874155832,-0.6864014627018635,-0.915745455042738,0.07517352726906966,-0.9376703356928657,-0.7662575283013813,-0.7090051371416544,-0.5996310523427828,-0.3856012516664085
1.3157284432731147,1.799440901654356,-0.6078326069815798,-0.03231668510122218,0.19681306911239294,-0.7370576094164433,-0.7478017189770679,-1.0594997843286789,-0.7305972730565723,0.7362979111977295,-0.880015539251416,0.08015838627561347,0.18167486445038653,0.0871418764910479,0.08528027127478986,0.22040105550549452,0.5017772453024922,-1.35913260419522,0.2827763755416035,0.11685121643400624,-1.2197813037859846,2.4025326342092868,0.1987871690689224,-0.566048929101121,0.14161931991010526,-0.9773370383931276,-0.5136229260312171,-0.5384048551316799,-0.2232342678395608,-0.3996951682364023
-0.9351759764787694,-0.07874708792559017,-0.6268407950745603,-1.174715727092703,0.09442524311097551,-0.5483826449744602,-0.945214080024779,-0.6676927958466653,-0.755843471120985,-0.3799501360071314,-0.6568375724580725,-0.04161686879085817,0.030219276926471885,-0.6939813344588891,-0.09205426672002717,-0.6698341987058403,-0.7117560886383263,-1.2734818950091273,0.14469887584675792,-0.46695759006570975,-0.9830847064158156,-0.599544791410691,0.03371702794616501,-0.1434692847181759,-1.4936854656442746,-0.2886366264465945,-0.4512044159000143,-0.5251642362294132,-0.4317048341761524,-0.8710405826169815
-0.7702441291695908,-1.0170223434001409,-1.2372272586015025,-0.691899627124823,-0.5207208155055403,-1.3079010173969368,-0.8987422436199507,-1.2038300223218144,-0.9157360588622651,-0.9028431423386839,-0.7472211727170586,-0.6807884514812175,-0.4918070845578245,-0.9046659664199409,-0.5986234449761381,-0.8452216852036729,-1.550934666607684,-0.8269749192521177,-0.4611513779163401,-0.6345153144508645,-1.2148386834232665,-0.599544791410691,-0.6100565224325885,-1.2085599119988755,-2.20982345299766,-1.289648753723875,-1.0364951372824598,-1.072281886908267,-0.8970571288433191,-1.3121161080006427
0.6915978556139203,-0.980997813521537,-0.28581153811226423,0.6241468420625716,-0.3589480504233006,-0.13700195634277784,0.35859976214908756,-0.4346303492818745,0.6789821188731324,-0.8156643496020723,0.3227816026566336,-0.5521819016183339,-0.40093373204347565,-0.8132367865123146,-0.5258526983089423,-0.7093682632852698,0.7310695333350127,0.2921007401137184,-0.3315276026926078,-0.5200520130190304,0.6578652540066082,-0.7918074660453043,-0.5275214518712097,-0.23653176820026273,-0.30873549687913765,-0.2899079951228848,-0.33241187586770565,-0.37773503729840546,-0.26983001125876993,-0.04206203527281619
-0.1401807412474768,-1.6834761461543157,-0.7459215028335259,0.3884577193216108,-0.5346455598417331,-0.31302831981658347,-0.5626579227402314,-0.6147155489568373,0.2666275504877271,-0.9918194359564626,0.4826910492686861,-0.6068322599896286,-0.5413486318787312,-0.5950986887979239,-0.5899686717074667,-0.6137677071204677,-0.13150621688256184,-0.43101590301477055,-0.5090558165859803,-0.5255683167024923,-0.8869781993629627,-1.6326671153508998,-0.577042494208037,-0.7108655488053888,0.5366026428318172,-0.7997268343153527,-0.5998492868646373,-0.29370803272632856,-0.4671054963842528,0.1325103404236945
0.4649648855703729,-0.47337943795938897,-0.4881928348669382,0.5728497977013035,-0.7840623039811856,-0.4408695367449503,-0.9459576294072561,-0.3305478430248274,0.6789821188731324,-0.3727601324824624,0.628695326610125,-0.8390962830676308,-0.7477245632898225,-0.6840433801211037,-0.7144914299607994,-0.5886096660244671,0.23192985870639782,-0.07156374643051164,-0.7852108159756715,-0.5081000217048629,-0.8803880388793388,-0.191855264474645,-0.7895703009035868,-0.5294886677331584,0.41847678924775444,-0.6039360581666243,-0.5609919139568728,-0.5753258116860773,-0.3412364751998956,-0.08210157098302513
