juv_fel_count,sex,juv_other_count,priors_count.1,age_cat,juv_misd_count,priors_count,is_recid,is_violent_recid,race,v_score_text,days_b_screening_arrest,score_text,age
-0.1401098514754074,0.4870285058378622,1.7533742503977268,0.9252627963645961,-0.8024484737087255,-0.18935256184712382,0.9252627963645961,1.034871877633807,2.792161751651698,-0.8659042062818543,1.5129284694496405,-0.05257480820650953,0.4446794137736925,-0.6615546630290579
-0.1401098514754074,0.4870285058378622,-0.21303769768270914,0.10563880253243754,0.4350476606087318,-0.18935256184712382,0.10563880253243754,1.034871877633807,-0.358145440323592,-0.8659042062818543,-0.2544884306547635,-0.05257480820650953,-0.8382842205939496,1.6157897557510308
-0.1401098514754074,0.4870285058378622,-0.21303769768270914,1.9497927886547946,0.4350476606087318,-0.18935256184712382,1.9497927886547946,1.034871877633807,-0.358145440323592,0.5558682612033757,1.5129284694496405,-1.3315624367883339,0.4446794137736925,1.1097132182443443
-0.1401098514754074,0.4870285058378622,-0.21303769768270914,1.539980791738715,-0.8024484737087255,-0.18935256184712382,1.539980791738715,1.034871877633807,-0.358145440323592,0.5558682612033757,-2.0219053307591675,-0.05257480820650953,0.4446794137736925,-0.32417030469126695
-0.1401098514754074,0.4870285058378622,-0.21303769768270914,-0.0992671959256021,0.4350476606087318,-0.18935256184712382,-0.0992671959256021,-0.966303193286565,-0.358145440323592,-0.8659042062818543,-0.2544884306547635,-0.42561286654287495,-0.8382842205939496,1.7844819349199261
-0.1401098514754074,0.4870285058378622,-0.21303769768270914,-0.713985191299721,0.4350476606087318,-0.18935256184712382,-0.713985191299721,-0.966303193286565,-0.358145440323592,2.6885269624312205,-0.2544884306547635,-0.06589759600423688,-0.8382842205939496,1.1097132182443443
-0.1401098514754074,0.4870285058378622,-0.21303769768270914,-0.713985191299721,1.672543794926189,-0.18935256184712382,-0.713985191299721,-0.966303193286565,-0.358145440323592,-0.8659042062818543,-2.0219053307591675,-0.06589759600423688,0.4446794137736925,-1.1676312005357443
-0.1401098514754074,0.4870285058378622,-0.21303769768270914,0.10563880253243754,-0.8024484737087255,2.103311910014095,0.10563880253243754,1.034871877633807,-0.358145440323592,-0.8659042062818543,1.5129284694496405,-0.06589759600423688,1.7276430481413345,-0.8302468421979533
-0.1401098514754074,0.4870285058378622,-0.21303769768270914,-0.713985191299721,-0.8024484737087255,-0.18935256184712382,-0.713985191299721,-0.966303193286565,-0.358145440323592,-0.8659042062818543,-2.0219053307591675,-0.06589759600423688,1.7276430481413345,-0.07113203593792379
-0.1401098514754074,0.4870285058378622,-0.21303769768270914,-0.30417319438364177,-0.8024484737087255,-0.18935256184712382,-0.30417319438364177,1.034871877633807,-0.358145440323592,1.2667544949459906,-0.2544884306547635,-0.06589759600423688,-0.8382842205939496,0.18190623281541937
