DISTANCE CIRCULARITY,KURTOSIS ABOUT MAJOR AXIS,SKEWNESS ABOUT MINOR AXIS,PR.AXIS ASPECT RATIO,SCALED RADIUS OF GYRATION,MAX.LENGTH RECTANGULARITY,SCATTER RATIO,PR.AXIS RECTANGULARITY,HOLLOWS RATIO,SCALED VARIANCE ALONG MAJOR AXIS,KURTOSIS ABOUT MINOR AXIS,RADIUS RATIO,CIRCULARITY,ELONGATEDNESS,COMPACTNESS,SKEWNESS ABOUT MAJOR AXIS,MAX.LENGTH ASPECT RATIO,SCALED VARIANCE ALONG MINOR AXIS
-0.8922605147669653,1.9853905791723336,-0.04558182576200451,-0.21630475723464015,-1.7016332125508429,-0.9539948842453146,-1.0720705129537964,-0.9874928977017738,1.8262676773322848,-1.1441998228693258,0.6144937299491664,-0.5830825875911028,-1.4329080015673858,1.1519401330479313,-0.5339596947497329,-1.420706387895529,-0.12704372467482117,-0.9814790351848639
-0.6338367257542239,0.5200683730731225,-0.467213714060547,0.1552206284991326,-0.89981051524233,-0.8844082687360457,-0.6750799597279666,-0.5964589208191986,0.06961775297917176,-0.4249190769937537,-0.2735875349392229,-0.402829380356673,-0.776851128459967,0.5050528642522804,-0.5339596947497329,-0.0713430289445365,-0.32653944087507075,-0.6596902680812541
-0.6338367257542239,1.1713226868949942,-0.8888456023590896,-0.21630475723464015,-1.639954543527111,-1.0235814997545836,-0.5529290202738651,-0.5964589208191986,1.2857600083005576,-0.7191702912155786,1.058534362393361,-0.19253397191650495,-1.4329080015673858,0.3756754104931502,-0.28681025042460273,-1.2857700520004298,-0.12704372467482117,-0.5849893042893447
-1.021472409273336,-0.9452538330260886,-0.2563977699112758,-0.5878301429684128,-1.0848465223135253,-1.441101192810197,-1.1331459826808472,-0.9874928977017738,-1.1465245023422141,-1.3076727196592286,1.6135851529486043,-1.2139688129116069,-1.4329080015673858,1.4106950405661918,-0.9046838612374283,0.4684023146358605,-0.12704372467482117,-1.0561799989767733
-0.05238320047555546,0.031627637706718836,-1.310477490657632,0.7744296047220872,-0.5297385010999395,-0.60606180669897,-0.6750799597279666,-0.5964589208191986,0.47499850475296707,-0.6864757118575981,0.059442939393923096,-0.19253397191650495,-0.776851128459967,0.6344303180114106,-0.7811091390748632,-0.341215700734735,0.271947707725678,-0.6826751800172262
1.3043416918413375,-1.1080674114815565,-0.8888456023590896,-1.2070391191913674,2.6775522881341116,1.4815366585790974,2.7146086101233493,2.922846871123978,-1.5519052541160094,3.2368738111000677,0.9475242042823123,0.37826785099252264,2.0113905822465634,-1.9531187571711932,2.555408359314395,1.6828293376917538,-0.5260351570753203,3.0581192375622375
1.239735744588152,-0.13118594074874906,-1.0996615465083608,1.022113195211269,2.1841229359442575,1.4119500430698286,1.279335071537657,1.3587109635936774,0.20474467023710352,1.5694502638430599,-0.7176281673834175,1.7902513076622224,1.683362145692854,-1.3062314883755424,0.578212804713353,-0.0713430289445365,0.07245199152542843,1.2940272464763767
0.5290703248031129,0.8456955299840583,0.5868660066858092,0.40290421898831447,-0.9614891842660618,0.5769106569586016,-0.46131581568328905,-0.5964589208191986,1.0155061737846942,-0.5883919737836565,0.5034835718381178,-0.07236516709355179,-0.12079425535254804,0.3756754104931502,-0.03966080609947253,-0.880961044315132,0.271947707725678,-0.5045421125134423
0.6582822193094837,-0.13118594074874906,0.16523411838726676,-0.21630475723464015,1.0739068935170861,0.9944303500142151,1.5847124201729106,1.7497449404762526,-1.2816514196001458,1.9290906367808458,-0.6066180092723689,0.7688164666671204,1.027305272585435,-1.4356089421346725,1.0725116933636134,1.0081476582162576,-0.5260351570753203,1.6962632053558888
1.1751297973349668,-0.45681309765968486,1.851761671581437,-0.3401465524792311,1.3823002386357448,1.7598831206161731,1.4625614807188092,1.3587109635936774,-0.20063608153669177,1.0136424147573904,-0.16257737682817422,0.4984366558154758,1.8473763639697087,-1.3062314883755424,1.1960864155261786,0.3334659787407613,0.47144342392592764,1.4261904901082163
-0.8922605147669653,-1.4336945683924922,-0.467213714060547,-1.0831973239467765,0.48795953779163437,-0.11895549813408761,-0.5223912854103397,-0.5964589208191986,-1.4167783368580777,-0.5883919737836565,0.39247341372706906,-1.4543064225575133,-0.12079425535254804,0.5050528642522804,-1.646132194212819,1.0081476582162576,-0.12704372467482117,-0.5907355322733377
-0.82765456751378,2.4738313145387374,0.5868660066858092,-0.5878301429684128,-1.6707938780389768,-1.7890342703565416,-0.9193818386361695,-0.9874928977017738,1.9613945945902165,-0.980726926079423,1.8356054691707018,-0.4929559839738879,-1.7609364381210952,0.893185225529671,-0.6575344169122981,-1.420706387895529,-0.72553087327557,-0.8723007034889962
-0.37541293674148235,-0.13118594074874906,-1.310477490657632,-0.21630475723464015,-1.177364525849123,-1.1627547307731214,-0.2170139367750861,-0.20542494393662342,-0.4708899160525553,0.03280503401797398,-1.3836891160497093,0.017761436523663097,-1.2688937832905312,-0.012456950784240401,0.4546380825507879,-0.0713430289445365,-0.12704372467482117,-0.2574543092017419
0.012222746777629915,1.0085091084395263,-1.310477490657632,-0.8355137334575947,-0.37554182854061013,-0.4668885756804322,0.5464294348130481,0.576643009828527,0.06961775297917176,0.8828640973254682,-0.7176281673834175,-0.22257617312224326,-0.28480847362940276,-0.9180991270981518,0.3310633603882228,0.3334659787407613,-0.72553087327557,0.5642562925092616
-0.82765456751378,0.6828819515285904,-1.0996615465083608,-0.3401465524792311,-0.9306498497541958,-0.9539948842453146,-1.1636837175443726,-0.9874928977017738,0.6101254220108988,-1.340367299017209,-1.2726789579386608,-0.6732091912083177,-0.776851128459967,1.2813175868070614,-0.6575344169122981,-1.1508337161053306,-0.32653944087507075,-1.0561799989767733
1.6919773753604497,0.19444121616218674,-0.467213714060547,-0.9593555287021857,0.3954415342560368,1.6902965051069043,1.4625614807188092,1.3587109635936774,0.7452523392688306,1.046336994115371,1.2805546786154582,0.4683944546097375,1.3553337091391444,-1.3062314883755424,0.9489369712010484,-0.6110883725249335,0.6709391401261772,1.4319367180922093
1.4335535863477082,0.35725479461765464,1.851761671581437,-0.46398834772382197,0.3646021997441709,0.7856705034864083,1.2182596018106062,1.3587109635936774,0.8803792565267624,1.1444207321893127,1.058534362393361,0.8589430702843353,0.8632910543085803,-1.176854034616412,2.3082589149892647,-0.7460247084200328,0.47144342392592764,1.1676102308285299
-0.11698914772874085,0.8456955299840583,1.4301297832828943,0.5267460142329053,0.17956619267297563,-0.32771534466189434,-0.18647620191156072,-0.20542494393662342,0.47499850475296707,0.03280503401797398,-0.16257737682817422,0.6786898630499055,-0.12079425535254804,-0.1418344045433706,-0.5339596947497329,-0.880961044315132,-0.5260351570753203,-0.22872316928177672
-1.021472409273336,-0.13118594074874906,-0.6780296582098183,-0.46398834772382197,0.025369520113646255,0.020217732884450234,-0.8583063689091188,-0.9874928977017738,0.06961775297917176,-0.6537811324996176,-0.051567218717125565,-0.8835045996484857,0.043219962924306694,0.7638077717705407,-0.7811091390748632,0.06359330695056276,-0.12704372467482117,-0.8148384236490659
-0.2462010422351116,2.3110177360832695,2.2733935598799793,0.27906242374372353,-0.46805983207620777,-0.18854211364335652,-0.9499195734996949,-0.9874928977017738,1.9613945945902165,-1.046116084795384,-0.051567218717125565,-0.19253397191650495,-0.28480847362940276,0.893185225529671,-0.03966080609947253,-1.2857700520004298,-0.12704372467482117,-0.8895393874409754
-1.021472409273336,-1.2708809899370244,2.695025448178522,-0.46398834772382197,0.11788752364924389,-0.8148216532267768,-0.6140044900009158,-0.5964589208191986,-1.4167783368580777,-0.7845594499315397,-1.161668799827612,-0.8534623984427474,-0.6128369101831123,0.6344303180114106,-0.7811091390748632,0.8732113223211583,-0.5260351570753203,-0.6769289520332332
-0.6338367257542239,-0.45681309765968486,1.4301297832828943,-0.7116719382130038,-0.2830238250050125,-0.5364751911897011,-0.5834667551373905,-0.5964589208191986,-0.6060168333104871,-0.6537811324996176,1.1695445205044097,-0.7933779960312708,-0.28480847362940276,0.5050528642522804,-0.28681025042460273,-0.0713430289445365,-0.32653944087507075,-0.6252129001772959
1.3689476390945228,-0.13118594074874906,-1.0996615465083608,0.5267460142329053,1.1664248970526836,1.3423634275605596,1.4014860109917584,1.3587109635936774,0.7452523392688306,1.3405882083371958,1.1695445205044097,1.549913698016316,1.5193479274159993,-1.3062314883755424,1.9375347485015693,-0.341215700734735,0.47144342392592764,1.3859668942202652
