DISTANCE CIRCULARITY,KURTOSIS ABOUT MAJOR AXIS,SKEWNESS ABOUT MINOR AXIS,PR.AXIS ASPECT RATIO,SCALED RADIUS OF GYRATION,MAX.LENGTH RECTANGULARITY,SCATTER RATIO,PR.AXIS RECTANGULARITY,HOLLOWS RATIO,SCALED VARIANCE ALONG MAJOR AXIS,KURTOSIS ABOUT MINOR AXIS,RADIUS RATIO,CIRCULARITY,ELONGATEDNESS,COMPACTNESS,SKEWNESS ABOUT MAJOR AXIS,MAX.LENGTH ASPECT RATIO,SCALED VARIANCE ALONG MINOR AXIS
1.7565833226136351,0.35725479461765464,1.4301297832828943,-0.3401465524792311,1.1972642315645494,0.5769106569586016,1.1877218669470808,1.3587109635936774,0.8803792565267624,1.2098098909052737,2.057625785392799,0.7387742654613821,0.6992768360317256,-1.176854034616412,1.9375347485015693,-0.341215700734735,0.271947707725678,1.1446253188925577
0.9167060083222253,-0.29399951920421696,-0.2563977699112758,-0.5878301429684128,1.320621569612013,1.5511232740883665,1.5541746853093852,1.7497449404762526,-0.06550916427876001,1.405977367053157,-0.051567218717125565,0.4984366558154758,1.5193479274159993,-1.4356089421346725,1.4432358598513089,0.3334659787407613,0.271947707725678,1.552607505756063
-0.37541293674148235,0.5200683730731225,-0.467213714060547,0.1552206284991326,-1.0848465223135253,-0.9539948842453146,-0.12540073218451,-0.20542494393662342,0.20474467023710352,0.09819419273393508,-0.6066180092723689,0.4383522534039992,-1.2688937832905312,-0.1418344045433706,-0.03966080609947253,-0.7460247084200328,-0.12704372467482117,-0.17700711742583944
-0.11698914772874085,0.031627637706718836,-0.6780296582098183,0.5267460142329053,-0.8381318462185983,-0.18854211364335652,-0.6140044900009158,-0.5964589208191986,0.47499850475296707,-0.5556973944256759,-0.8286383254944661,-0.19253397191650495,-0.4488226919062575,0.3756754104931502,-0.28681025042460273,-0.341215700734735,-0.12704372467482117,-0.6022279882413237
1.7565833226136351,0.8456955299840583,-1.0996615465083608,-0.3401465524792311,-0.2830238250050125,0.43773742594006376,0.9434199880388778,0.9676769867111022,1.691140760074353,0.6213074624616238,2.2796461016148966,1.0091540763130267,0.37124839947801613,-0.9180991270981518,0.578212804713353,-1.5556427237906283,0.47144342392592764,0.8630601476768992
-1.5383199872988191,0.19444121616218674,0.16523411838726676,-0.8355137334575947,-0.8072925117067324,-0.9539948842453146,-1.5606742707702024,-1.378526874584349,-0.20063608153669177,-1.5692293545230729,-0.7176281673834175,-1.3040954165288219,-0.9408653467368217,2.057582309361843,-0.9046838612374283,-0.4761520366298343,-0.72553087327557,-1.3319989422084388
1.1751297973349668,0.031627637706718836,-0.2563977699112758,0.40290421898831447,0.4571202032797685,-0.049368882624818686,1.0044954577659286,0.9676769867111022,-0.06550916427876001,1.405977367053157,-0.8286383254944661,1.219449484753195,0.043219962924306694,-1.176854034616412,0.8253622490384832,-0.0713430289445365,-0.12704372467482117,1.006715847276725
0.012222746777629915,0.19444121616218674,-0.8888456023590896,-0.21630475723464015,-0.00546981439821962,-0.25812872915262547,-0.36970261109271296,-0.5964589208191986,0.06961775297917176,-0.2287516008458704,-1.161668799827612,-0.13244956950502837,0.043219962924306694,0.11692050297488979,-0.7811091390748632,-0.341215700734735,-0.12704372467482117,-0.40111000880156766
-0.8922605147669653,-1.4336945683924922,0.16523411838726676,-0.3401465524792311,-0.03630914891008549,-0.18854211364335652,-0.5529290202738651,-0.5964589208191986,-1.4167783368580777,-0.5883919737836565,-0.051567218717125565,-1.0036734044714388,-0.12079425535254804,0.5050528642522804,-1.646132194212819,1.0081476582162576,-0.12704372467482117,-0.6137204442093098
-0.6984426730074093,1.0085091084395263,0.376050062536538,0.27906242374372353,-0.09798781793381725,-0.4668885756804322,-0.705617694591492,-0.5964589208191986,0.6101254220108988,-0.621086553141637,-0.9396484836055148,-0.2826605755337198,-0.28480847362940276,0.5050528642522804,0.2074886382256577,-0.7460247084200328,-0.5260351570753203,-0.653944040097261
1.4981595336008937,-0.29399951920421696,0.5868660066858092,-0.9593555287021857,1.4439789076594765,0.9944303500142151,1.2182596018106062,1.3587109635936774,0.20474467023710352,1.046336994115371,0.8365140461712637,-0.012280764682075198,1.027305272585435,-1.176854034616412,1.3196611376887437,-0.0713430289445365,0.271947707725678,1.179102686796516
1.6919773753604497,-0.45681309765968486,0.7976819508350805,1.022113195211269,1.351460904123879,2.664509122236669,1.706863359627012,1.7497449404762526,0.3398715874950353,1.2098098909052737,1.391564836726507,1.7602091064564842,2.339419018800273,-1.4356089421346725,0.4546380825507879,-0.341215700734735,0.47144342392592764,1.7020094333398819
-0.05238320047555546,-0.6196266761151528,-0.8888456023590896,-0.21630475723464015,0.7963528829102932,0.5769106569586016,-0.5529290202738651,-0.5964589208191986,-0.06550916427876001,-0.4903082357097148,-1.3836891160497093,-0.7332935936197942,0.5352626177548708,0.3756754104931502,-0.4103849725871679,0.3334659787407613,0.07245199152542843,-0.5907355322733377
-0.2462010422351116,0.5200683730731225,-1.0996615465083608,0.27906242374372353,-0.9923285187779276,-1.510687808319466,-0.33916487622918756,-0.5964589208191986,0.3398715874950353,-0.19605702148788987,0.8365140461712637,0.318183448581046,-1.4329080015673858,0.11692050297488979,-0.4103849725871679,-0.880961044315132,-0.12704372467482117,-0.3953637808175746
-1.021472409273336,-0.9452538330260886,2.2733935598799793,-0.9593555287021857,-0.9923285187779276,-1.441101192810197,-1.1026082478173218,-0.9874928977017738,-1.1465245023422141,-1.3076727196592286,-0.6066180092723689,-1.2740532153230835,-1.2688937832905312,1.4106950405661918,-1.3989827498876888,-0.0713430289445365,-0.32653944087507075,-1.0561799989767733
-0.11698914772874085,0.5200683730731225,-0.2563977699112758,-0.3401465524792311,-1.146525191337257,-1.1627547307731214,-0.2170139367750861,-0.20542494393662342,0.20474467023710352,-0.06527870405596767,0.2814632556160204,0.017761436523663097,-1.1048795650136765,-0.012456950784240401,-0.5339596947497329,-0.6110883725249335,-0.32653944087507075,-0.26894676516972793
1.0459179028285959,-0.13118594074874906,1.6409457274321655,0.5267460142329053,1.2897822351001471,1.4815366585790974,1.5236369504458598,1.3587109635936774,0.20474467023710352,1.0790315734733515,-1.3836891160497093,1.2494916859589331,1.5193479274159993,-1.3062314883755424,1.690385304176439,-0.20627936483963577,0.47144342392592764,1.541115049788077
-0.05238320047555546,1.4969498438059299,-0.6780296582098183,0.8982713999666782,-0.5605778356118054,-0.7452350377175079,0.02728794213311684,-0.20542494393662342,1.150633091042626,-0.13066786277192877,1.1695445205044097,0.7387742654613821,-0.4488226919062575,-0.40058931206163095,-0.28681025042460273,-0.6110883725249335,-0.72553087327557,-0.010366505890041535
-0.5692307785010385,-0.29399951920421696,-1.310477490657632,-0.46398834772382197,-1.146525191337257,-0.675648422208239,-0.9804573083632203,-0.9874928977017738,-1.0113975850842825,-0.7191702912155786,-1.3836891160497093,-0.8835045996484857,-0.776851128459967,1.0225626792888012,-0.03966080609947253,0.06359330695056276,-0.5260351570753203,-0.9240167553449335
-1.2152902510328922,-1.5965081468479603,0.16523411838726676,-0.8355137334575947,-0.06714848342195137,-0.18854211364335652,-0.5834667551373905,-0.5964589208191986,-1.822159088631873,-0.7191702912155786,-0.6066180092723689,-1.3040954165288219,-0.4488226919062575,0.6344303180114106,-1.522557472050254,1.817765673586853,-0.12704372467482117,-0.6654364960652471
-0.5046248312478531,1.1713226868949942,-1.0996615465083608,1.5174803761896327,-1.177364525849123,-1.371514577300928,-0.09486299732098463,-0.20542494393662342,0.6101254220108988,0.00011045465999342868,-1.0506586417165635,0.9190274726958119,-1.2688937832905312,-0.2712118583025008,0.3310633603882228,-0.0713430289445365,-0.72553087327557,-0.09655992564993701
-0.7630486202605946,1.8225770007168658,-0.6780296582098183,0.7744296047220872,-1.393239867432184,-0.8148216532267768,-0.12540073218451,-0.20542494393662342,1.0155061737846942,0.03280503401797398,0.5034835718381178,0.5284788570212141,-1.1048795650136765,-0.2712118583025008,0.578212804713353,-0.20627936483963577,-0.5260351570753203,-0.1310372935538952
-0.2462010422351116,0.6828819515285904,-1.0996615465083608,1.3936385809450418,-0.8072925117067324,-0.9539948842453146,-0.3086271413656622,-0.20542494393662342,0.20474467023710352,-0.09797328341394822,-0.16257737682817422,0.5284788570212141,-0.776851128459967,-0.012456950784240401,-0.6575344169122981,0.06359330695056276,-0.5260351570753203,-0.3264090450096583
-0.37541293674148235,0.35725479461765464,-1.310477490657632,-0.8355137334575947,-1.5474365399915133,-0.8844082687360457,-1.1026082478173218,-0.9874928977017738,-0.4708899160525553,-1.0134215054374036,-0.051567218717125565,-0.913546800854224,-1.2688937832905312,1.2813175868070614,-0.28681025042460273,-0.4761520366298343,-0.12704372467482117,-1.033195087040801
1.562765480854079,-1.1080674114815565,1.0084978949843517,-1.3308809144359584,2.6775522881341116,1.5511232740883665,2.684070875259824,2.922846871123978,-1.9572860058898047,3.1714846523841067,-1.161668799827612,0.25809904616956947,2.0113905822465634,-1.9531187571711932,1.813960026339004,1.9527020094819523,-0.72553087327557,3.0466267815942514
