PAY_4,BILL_AMT6,SEX,PAY_5,LIMIT_BAL,BILL_AMT3,PAY_AMT1,PAY_2,BILL_AMT5,PAY_1,PAY_AMT2,AGE_BINNED,MARRIAGE,BILL_AMT1,PAY_3,PAY_AMT6,BILL_AMT2,EDUCATION,PAY_AMT4,PAY_AMT5,PAY_AMT3,BILL_AMT4,PAY_6
-1.524710730552781,-0.6538087279613654,0.8154439663673398,-0.6532931623951532,-0.3711362318382618,-0.6864863143121289,-0.3118413541732261,0.10609662843069975,-0.5744368634481417,0.011779796949857669,-0.2660181269827336,-0.08488027137016782,-1.068207554017344,0.7555780447995971,-1.5359226007246385,-0.1380885212492123,-0.6897312875337308,0.19637936943941137,0.04988381737026534,-0.316654204657392,-0.2505091396005968,-0.6610604713266901,-0.6169233252592303
0.18529088987010878,-0.6282488406897754,0.8154439663673398,0.22721235139075385,-0.833004835318202,-0.039932593702538904,-0.05500399270461196,1.7669458248859329,-0.16872709117915985,1.7787493394284968,-0.2660181269827336,-1.1158147414531774,-1.068207554017344,0.09261844099264385,1.8110952855147477,1.2353988713968007,0.16461887883536958,0.19637936943941137,-0.21903451935217727,-0.21561095018984833,-0.21688915049316268,-0.1226067625088825,0.2522742480680985
1.8952925102929985,1.526280596147135,0.8154439663673398,0.22721235139075385,0.013754271061688441,1.1822602511295144,0.3064858773624126,0.10609662843069975,1.4318287583952682,0.011779796949857669,0.3994997292795976,-1.1158147414531774,0.8477779801784386,0.7492592046784983,0.1375863423950547,-0.010161920818713603,0.9296684201902278,-1.0740971426455048,0.0817502444156382,0.0187008795872128,-0.30782265354472876,1.2649810945820015,0.2522742480680985
0.18529088987010878,-0.24587158801642958,0.8154439663673398,0.22721235139075385,-0.909982935898192,-0.3816437571715706,-0.2569292938592351,0.10609662843069975,-0.2986879506812519,0.011779796949857669,-0.20425806992158924,-1.1158147414531774,0.8477779801784386,-0.3463157619766468,0.1375863423950547,-0.11023794827268373,-0.3920484499921706,0.19637936943941137,-0.2679227645708549,-0.15976255020909724,-0.23024260838117694,-0.3362228749914818,0.2522742480680985
-1.524710730552781,-0.5642235827894275,0.8154439663673398,-1.5337986761810602,0.4756228745416287,-0.6167793321022963,1.0445155895825184,-1.5547525680245333,-0.5431612745247514,-1.7551897455287813,-0.05345172369254499,0.9460541987128417,0.8477779801784386,-0.3653268727513568,-1.5359226007246385,-0.1744748297548931,-0.3609010005669475,0.19637936943941137,0.17517231625052013,0.037493469154195394,-0.10007593702146278,-0.621495025205586,-1.4861208985865593
0.18529088987010878,-0.6799209900069974,0.8154439663673398,0.22721235139075385,-0.6790486341582219,0.4596122877819938,-0.15378759326946354,1.7669458248859329,0.4918482622322468,1.7787493394284968,-0.2660181269827336,-0.08488027137016782,-1.068207554017344,0.3993619627244322,1.8110952855147477,3.8134098662143274,0.45630044389608626,0.19637936943941137,-0.12007046020505659,-0.316654204657392,-0.1896504598454876,0.5176355056542638,0.2522742480680985
-1.524710730552781,-0.6538087279613654,0.8154439663673398,-1.5337986761810602,1.014469578601559,-0.6864863143121289,-0.32067377022373045,-0.7243279697969167,-0.6662708201815931,-0.8717049742894618,-0.2660181269827336,-0.08488027137016782,-1.068207554017344,-0.685622464116517,-0.6991681291647919,-0.29047328694593555,-0.6918725866348768,-1.0740971426455048,-0.25941185548420254,-0.316654204657392,-0.30782265354472876,-0.676134502252641,-1.4861208985865593
-1.524710730552781,-0.6538087279613654,-1.226325831380858,-1.5337986761810602,-0.0632238295183016,-0.6864863143121289,-0.33392239429948706,-0.7243279697969167,-0.6662708201815931,-0.8717049742894618,-0.2660181269827336,-0.08488027137016782,0.8477779801784386,-0.6980144875073545,-1.5359226007246385,-0.29047328694593555,-0.695084535286596,-1.0740971426455048,-0.31799857849929797,-0.316654204657392,-0.30782265354472876,-0.676134502252641,-1.4861208985865593
0.18529088987010878,0.37615262344365646,0.8154439663673398,0.22721235139075385,-0.5250924329982418,0.5431559095413049,-0.10712686900265424,0.10609662843069975,0.48092898079137913,-0.8717049742894618,0.08892472969050973,-0.08488027137016782,-1.068207554017344,0.6387409167721083,0.1375863423950547,-0.16462590414433287,0.6796435751432537,0.19637936943941137,-0.05409442077364279,-0.11814093458363227,-0.012392169296625824,0.6524936916082865,0.2522742480680985
-0.6697099203413361,-0.6362164283395965,0.8154439663673398,1.9882233789625678,-1.1409172376381622,-0.6838528424315238,-0.28859815404031985,-0.7243279697969167,-0.6580195984593085,0.8952645681891771,-0.25798754485050146,1.9769886687958511,-1.068207554017344,-0.699379247792689,-0.6991681291647919,-0.06996678577617087,-0.6895904125928659,0.19637936943941137,-0.31799857849929797,-0.2438660056303468,-0.24282794701014612,-0.6622881501340614,-0.6169233252592303
0.18529088987010878,-0.5596539369314419,-1.226325831380858,0.22721235139075385,0.24468857280165857,-0.532348186670516,1.15817483823243,-0.7243279697969167,-0.6190856899733187,-0.8717049742894618,0.20530161882224937,-0.08488027137016782,0.8477779801784386,-0.6488558220296048,-0.6991681291647919,-0.2894336781314875,-0.33517723636502195,-1.0740971426455048,-0.3169429618683953,0.0803723354901275,-0.30634550112348824,-0.5522943450888237,-0.6169233252592303
0.18529088987010878,-0.346554444557761,-1.226325831380858,0.22721235139075385,-1.1409172376381622,-0.6087043216396669,-0.009854076446441555,-0.7243279697969167,-0.35188445000855606,0.011779796949857669,-0.2660181269827336,0.9460541987128417,-1.068207554017344,-0.582815071822267,1.8110952855147477,-0.18104078016193323,-0.616518580766257,1.4668558815243276,0.3476336833242358,-0.316654204657392,-0.012392169296625824,-0.5209807653818225,1.9906693947227563
0.18529088987010878,0.1742512742164678,0.8154439663673398,0.22721235139075385,-0.4481143324182518,0.033469978881181826,-0.21212802560305824,0.10609662843069975,0.14831086920802453,0.011779796949857669,-0.1771493092431703,0.9460541987128417,-1.068207554017344,0.056001922537118484,0.1375863423950547,-0.1943915459895815,0.05034112680578571,0.19637936943941137,-0.20036330019308718,-0.19867115114355416,-0.20134950702171248,0.08987491259475348,0.2522742480680985
0.18529088987010878,2.7467945059672054,0.8154439663673398,0.22721235139075385,0.39864477396163867,2.3574870891627073,0.10769840822573183,0.10609662843069975,2.874491468944661,0.011779796949857669,0.16878687244198948,-0.08488027137016782,0.8477779801784386,2.1026100940276287,0.1375863423950547,0.10621955014607286,2.169508774741963,-1.0740971426455048,0.19001692512258825,0.17962897052700738,0.11759724377253948,2.602311821761004,1.9906693947227563
